hip,hr,ra_deg,dec_deg,mag,name,common_name_zh
39429,3165,120.895769,-40.003042,2.21,Naos,弧矢增廿二
39480,,121.034873,33.030768,6.7,,
39487,3170,121.067412,-32.674781,5.25,,
39514,,121.135877,-25.69984,6.35,,
39523,,121.16716,39.740602,6.89,,
39527,3178,121.176572,-50.590385,5.96,,
39535,3158,121.188593,18.841895,6.21,,
39538,3082,121.194849,79.479271,5.39,,六甲三
39566,3180,121.265487,-53.107941,5.52,,
39567,3163,121.268479,13.117807,5.14,,水位三
39595,,121.37156,-10.123059,6.97,,
39617,3177,121.436966,-33.56941,6.15,,
39625,3172,121.456719,-0.573313,6.4,,
39659,3169,121.576589,22.635431,5.96,,
39662,,121.579949,-38.896411,6.91,,
39675,3174,121.614182,-9.244425,6.25,,
39690,3187,121.668031,-45.265945,5.04,,
39710,,121.754665,-29.405204,6.8,,
39719,,121.776932,9.980166,6.81,,
39722,3167,121.791316,43.260144,6.35,,
39730,,121.816383,-17.368573,6.5,,
39734,3183,121.825098,-20.554331,5.33,,
39757,3185,121.88545,-24.304028,2.83,Tureis,弧矢增卅二
39780,3176,121.941225,21.581386,5.3,,水位增六
39794,3223,121.981947,-68.616866,4.35,,
39847,3173,122.113742,51.506658,4.78,,上台增一
39863,3188,122.148426,-2.983811,4.36,,外厨增一
39866,3195,122.156786,-37.681167,6.36,,
39888,,122.206605,27.480262,6.88,,爟增四
39898,3189,122.236767,-11.339663,6.31,,
39903,3220,122.250728,-61.304329,4.74,,
39906,3192,122.256752,-19.245048,4.4,,弧矢增十三
39919,3203,122.28951,-48.68442,5.66,,
39920,3199,122.292447,-35.454928,6.21,,
39938,3181,122.345955,42.430139,6.26,,
39947,,122.37486,-51.842546,6.53,,
39948,,122.376786,32.221079,6.68,,
39949,,122.377155,-59.541525,6.6,,
39953,3207,122.38307,-47.336524,1.75,,天社一
39957,3218,122.39016,-56.085149,5.66,,
39961,3204,122.399531,-44.122756,5.2,,
39995,3175,122.515507,58.247771,5.91,,
40001,,122.549576,35.453477,6.65,,
40010,,122.564671,-22.533397,6.8,,
40012,,122.574807,9.168107,6.8,,
40015,,122.588263,69.725829,6.54,,
40023,3191,122.612742,25.50511,5.73,,爟一
40036,,122.667862,2.949319,6.94,,
40058,3198,122.745207,14.629367,6.22,,
40071,,122.790627,53.244624,6.79,,
40084,3211,122.817771,-12.926948,4.72,,外厨增十六
40086,,122.825858,54.539641,6.48,,
40093,3193,122.839327,38.730827,6.61,,
40096,3226,122.857836,-42.987247,4.73,,
40107,3212,122.887247,-7.772704,5.36,,
40118,,122.907533,32.453012,6.78,,
40147,,122.978444,-41.788651,6.7,,
40165,,123.048057,48.959322,6.88,,
40167,3210,123.053221,17.646806,4.67,Tegmine,水位四
40188,,123.136126,-54.14625,6.97,,
40211,3230,123.190972,-29.910556,6.53,,
40215,3182,123.203266,68.474122,5.34,,
40231,3222,123.248796,16.514243,6.03,,
40240,3215,123.286868,29.656405,5.62,,爟四
40259,3229,123.333122,-15.78824,4.99,,外厨增十三
40263,,123.340553,-1.165851,6.48,,
40282,3247,123.392913,-50.196085,5.52,,
40291,3238,123.421395,-33.569465,6.38,,
40293,3224,123.423444,23.137652,6.56,,
40305,3200,123.458825,56.452056,5.88,,
40326,3243,123.512551,-40.348311,4.42,,
40341,3239,123.545923,-32.140667,6.07,,
40354,3231,123.587355,13.048178,6.39,,
40357,3250,123.599376,-45.834452,5.86,,
40361,,123.612709,20.707768,6.93,,
40393,,123.704029,43.034775,6.83,,
40406,,123.732797,-17.275504,6.98,,
40429,3260,123.815948,-62.915714,5.16,,
40476,3251,123.968548,-30.926024,6.22,,
40503,,124.040989,46.802153,6.81,,
40514,,124.072722,-86.557403,6.76,,
40526,3249,124.128539,9.185234,3.53,Tarf,柳宿增十
40543,,124.185612,-21.882055,6.97,,
40559,3108,124.224011,84.057519,6.45,,
40561,3255,124.225882,-21.320603,6.6,,
40581,,124.289977,-3.363793,6.72,,
40597,,124.326901,4.219208,6.53,,
40646,3235,124.460008,59.571148,5.63,,内阶增五
40656,3261,124.493066,-30.003672,6.43,,
40658,,124.497314,6.234224,6.99,,
40675,,124.559961,15.67789,6.42,,
40678,3266,124.572569,-35.451697,5.59,,
40693,3259,124.601611,-12.638492,5.95,,
40702,3318,124.63456,-76.919043,4.05,,小斗增一
40706,3270,124.63792,-36.658646,4.44,,
40766,3265,124.812555,-10.165518,6.31,,
40772,3245,124.821202,62.507214,5.73,,
40793,3216,124.885378,75.757009,5.55,,
40817,3301,124.953666,-71.514669,5.33,,飞鱼四
40818,3269,124.957928,3.947891,6.04,,
40823,,124.982435,39.884661,6.76,,
40834,3302,125.001833,-71.505155,5.63,,
40843,3262,125.015958,27.215304,5.13,,爟增六
40858,3271,125.054412,-0.909866,6.18,,
40859,3272,125.071023,-5.330206,6.12,,
40866,3264,125.087825,20.74743,5.8,,
40875,3254,125.109272,57.743369,5.89,,内阶增四
40876,3276,125.113834,-22.924678,6.12,,
40881,3268,125.133751,24.0222,5.92,Piautos,爟二
40889,3236,125.168052,72.407074,6,,
40926,3298,125.28172,-64.106127,6.11,,
40932,3293,125.30038,-57.973191,5.96,,
40940,,125.328302,-14.975972,6.81,,
40944,3279,125.338411,-20.079178,5.58,,
40945,3282,125.345856,-33.054352,4.83,,
40947,3286,125.350828,-39.620674,6.15,,
40990,3281,125.4769,-17.586424,5.71,,
41003,3334,125.517881,-73.399795,5.28,,
41006,,125.534137,-40.991189,6.96,,
41037,3307,125.628161,-59.509335,1.86,Avior,海石一
41039,3294,125.632,-48.490337,4.79,,
41040,,125.632696,16.162388,6.66,,
41074,3291,125.708033,-26.34818,5.88,,
41075,3275,125.708566,43.187494,4.25,Alsciaukat,上台增四
41080,3288,125.725327,-7.543081,5.92,,
41117,3284,125.840635,18.331989,5.94,,鬼宿增二
41131,,125.877887,-30.801291,6.93,,
41152,3277,125.951803,53.219082,5.52,,
41154,,125.955737,-28.970213,6.64,,
41163,3290,125.980066,10.631921,6.11,,柳宿增九
41166,,125.984028,-1.498125,6.91,,
41174,,126.034626,-19.1363,6.88,,
41191,3393,126.07644,-80.912839,5.67,,
41224,3287,126.178306,42.005305,6.02,,
41239,,126.222907,76.964989,6.96,,
41257,,126.254353,9.426159,6.76,,
41260,3315,126.265377,-24.046082,5.32,,
41262,3292,126.270267,35.011338,6.08,,
41268,,126.294719,-31.940137,6.81,,
41280,,126.326111,-22.140072,6.93,,
41296,3330,126.38037,-51.727307,5.18,,
41299,3305,126.397937,2.102105,5.74,,
41303,,126.405505,-8.956036,6.51,,
41307,3314,126.414712,-3.906578,3.91,,外厨增三
41312,3347,126.433577,-66.137862,3.77,,飞鱼三
41319,3299,126.456527,17.045294,6.11,,鬼宿增三
41323,3326,126.466143,-42.152987,5.45,,
41325,3306,126.477973,7.564445,5.13,,
41328,3320,126.481552,-14.929414,5.96,,
41361,3327,126.573815,-39.058905,6.07,,
41377,3304,126.615192,27.89285,5.58,,爟三
41389,3312,126.665517,24.533645,6.51,,爟增九
41395,3324,126.674191,-12.534767,5.52,,
41400,3319,126.682961,12.653954,5.56,,鬼宿增五
41452,3325,126.821723,-6.409926,6.61,,
41475,3335,126.888727,-20.844055,6.57,,
41478,,126.889998,-75.358269,6.81,,
41483,3350,126.901718,-53.088322,5.08,,
41484,3309,126.903098,45.650741,6.32,,
41504,3339,126.973367,-26.132987,6.6,,
41508,,126.981604,3.218518,6.96,,
41515,3343,126.997532,-35.113692,5.75,,
41524,,127.029839,21.147611,6.87,,
41564,3337,127.121404,-2.517194,6.42,,
41572,3344,127.149955,-23.070969,6.5,,
41578,3333,127.155487,14.210739,5.94,,鬼宿增四
41597,3342,127.212492,-9.748551,6.01,,
41616,3358,127.269729,-47.928879,5.33,,
41629,,127.30306,32.692287,6.92,,
41639,3359,127.364464,-44.724772,5.03,,
41640,3353,127.364778,-27.332177,6.69,,
41645,,127.377113,-0.960101,6.7,,
41652,,127.401579,8.417189,6.83,,
41653,3368,127.401497,-55.191019,6.36,,
41674,3363,127.439896,-46.331601,5.98,,
41676,3303,127.441399,67.297506,5.89,,
41679,,127.456207,26.19279,6.81,,
41704,3323,127.56437,60.717479,3.35,Muscida,内阶一
41723,3362,127.61912,-32.15928,5.61,,
41729,,127.642138,54.119055,6.76,,
41746,,127.692955,-41.514911,6.62,,
41782,,127.794137,40.224733,6.71,,
41816,3355,127.876591,24.080814,5.71,,爟增十一
41817,3367,127.878627,-19.57752,5.42,,
41822,3357,127.898475,18.094059,5.33,,鬼宿一
41893,3374,128.138679,-15.030002,6.38,,
41904,3372,128.166164,10.065968,6.48,,柳宿增八
41909,3366,128.176764,20.440876,5.33,,鬼宿二
41927,3332,128.22254,69.31974,6.31,,
41935,3360,128.228223,38.015265,5.88,,
41939,3385,128.243618,-34.634018,6.36,,
41949,3381,128.270215,-24.60714,6.19,,
41961,,128.295118,-5.222738,6.8,,
41992,,128.389648,-16.109585,6.56,,
42001,3389,128.409961,-38.848767,5.92,,
42008,3378,128.431066,4.756961,5.89,,
42010,3376,128.437473,13.257008,6.26,,
42019,,128.479314,58.607046,6.87,,
42028,3383,128.506526,-2.151423,5.8,,
42042,,128.546715,-36.905804,6.69,,
42049,3380,128.555676,8.452247,6.04,,
42059,,128.593802,-82.566339,6.84,,
42069,,128.620727,-51.09309,6.58,,
42071,,128.6235,-27.098063,6.4,,
42072,,128.624142,47.139654,6.68,,
42080,3354,128.649796,65.144896,5.47,,内阶增八
42088,3407,128.681529,-49.944092,5.01,,
42090,3377,128.682635,36.419354,5.76,,轩辕增八
42101,,128.722469,48.533552,6.75,,
42119,,128.789268,0.36244,6.94,,
42134,3414,128.832763,-58.009056,4.84,,
42142,3392,128.853978,2.743474,6.35,,
42146,3398,128.867351,-7.982189,5.72,,外厨增四
42187,3394,129.032177,15.313484,6.33,,
42191,,129.042354,-56.712625,6.97,,
42197,,129.064935,42.579819,6.98,,
42207,,129.089756,-32.261589,6.69,,
42249,3352,129.2027,74.72356,6.31,,
42265,3406,129.27387,9.655537,5.92,,柳宿增七
42286,3432,129.328321,-62.853607,5.45,,
42294,,129.34224,28.294084,6.63,,
42299,3411,129.363209,-4.933963,6.18,,
42302,3419,129.373263,-33.74595,6.51,,
42312,3426,129.410884,-42.989019,4.11,,天狗一
42313,3410,129.413575,5.703737,4.14,,柳宿一
42334,3420,129.467137,-26.255078,5.24,,
42348,,129.506698,-11.743747,6.58,,
42365,3409,129.578907,32.802001,5.96,,
42368,3416,129.584425,-6.662339,6.52,,
42372,3400,129.591624,53.401445,5.66,,
42394,3425,129.667959,-19.73689,6.32,,
42403,,129.689337,23.684956,6.89,,
42425,3460,129.771873,-70.386985,5.19,,
42430,3430,129.781066,-22.659166,5.05,,
42434,3401,129.791612,59.938817,6.47,,
42441,,129.809207,-37.469964,6.91,,
42442,,129.810108,-69.273848,6.99,,
42462,3424,129.852128,8.017417,6.46,,
42472,,129.882672,32.515505,6.71,,轩辕增十
42483,3433,129.926782,-29.561667,4.86,,
42484,3379,129.927233,73.629043,6.16,,
42502,,129.97309,-17.303953,6.59,,
42515,3438,130.025669,-35.308489,3.97,,天狗四
42527,3403,130.052539,64.328108,4.59,,内阶增七
42536,3447,130.073016,-52.921661,3.6,,
42537,,130.075284,1.919926,6.76,,
42540,3439,130.079423,-40.263825,5.2,,
42556,3429,130.112317,19.544721,6.29,Meleph,积尸增三[鬼宿]
42560,,130.135567,10.924101,6.78,,
42568,3457,130.154186,-59.760972,4.31,,
42570,3445,130.156481,-46.648717,3.77,,天社二
42576,,130.178843,51.431034,6.88,,
42604,3422,130.254713,45.834603,5.35,,
42606,3437,130.25653,-9.051984,6.64,,
42637,3502,130.330323,-78.963182,5.46,,
42649,,130.385224,-73.614543,7,,
42662,3441,130.43059,-15.944003,4.87,,外厨增十
42679,3456,130.487062,-45.410683,5.2,,
42712,3462,130.567426,-48.099066,5.48,,
42717,3471,130.585922,-55.77429,6.26,,
42739,,130.65417,-4.410401,6.9,,
42777,3436,130.750188,46.90045,6.21,,
42795,3450,130.801305,12.680889,5.62,,鬼宿增六
42799,3454,130.806018,3.398654,4.3,,柳宿三
42806,3449,130.820703,21.468249,4.66,Asellus Borealis,鬼宿三
42808,,130.822657,-38.880203,6.58,,
42819,,130.876902,-61.689237,6.85,,
42828,3468,130.897966,-33.186318,3.68,,天狗五
42834,3476,130.917774,-49.822777,5.15,,
42835,3459,130.918143,-7.233737,4.63,,外厨二
42850,3491,130.976391,-68.211412,6.33,,
42871,3451,131.042001,36.917832,6.54,,
42884,3477,131.099566,-42.649153,4.05,,天狗二
42895,3495,131.123827,-65.824767,6.03,,
42911,3461,131.171133,18.15285,3.94,Asellus Australis,鬼宿四
42912,,131.173127,-23.788668,6.72,,
42913,3485,131.176256,-54.709487,1.93,Alsephina,天社三
42915,,131.178031,-74.787969,6.66,,
42917,3465,131.187566,10.081559,5.63,,柳宿增五
42923,3479,131.216294,-37.147223,5.74,,
42928,3473,131.229613,-21.1678,6.1,,
42936,3489,131.273039,-58.724314,6.2,,
42954,3464,131.339238,30.697725,6.12,,轩辕增十一
42957,,131.34701,0.19775,6.55,,
42981,,131.395546,4.663882,6.45,,
42984,,131.408769,-77.075413,6.85,,
42997,,131.447769,-44.247967,6.7,,
43002,3483,131.455159,-25.388039,6.07,,
43013,,131.485759,-32.163767,6.84,,
43035,3480,131.528447,-11.006676,6.22,,
43067,3484,131.594017,-13.54776,4.32,,外厨增九
43068,,131.594331,82.239152,6.86,,
43103,3475,131.674108,28.759618,4.03,,轩辕增廿二
43105,3498,131.677182,-56.769722,4.5,,
43108,,131.689858,-18.757883,6.6,,
43109,3482,131.692304,6.418552,3.38,Ashlesha,柳宿五
43114,3490,131.705076,-34.622909,6.33,,
43142,3486,131.812201,-1.896962,5.28,,
43152,,131.839371,-17.052945,6.48,,
43195,3503,132.000646,-52.850003,6.29,,
43241,,132.136853,2.563477,6.93,,
43251,,132.164611,12.546934,6.66,,
43266,3470,132.204882,66.707855,6.2,,
43325,3514,132.41308,-40.320164,5.47,,
43330,,132.418817,-8.638458,6.82,,
43338,3507,132.4373,-21.048802,6.48,,
43347,3520,132.448378,-45.307783,4.94,,
43351,3544,132.458719,-72.551191,6.1,,
43370,3513,132.509181,-29.462964,5.86,,
43392,3525,132.587523,-42.089767,6,,
43397,,132.603478,-4.198433,6.92,,
43409,3518,132.632056,-27.709282,4.02,,天狗六
43410,3499,132.633791,33.284509,6.22,,
43413,3527,132.639391,-46.529161,5.09,,
43414,3537,132.646577,-66.792338,5.34,,
43427,3504,132.68794,18.832032,6.41,,
43431,,132.694265,78.165061,6.93,,
43454,3510,132.7553,15.351113,6.36,,鬼宿增八
43496,3523,132.893065,-7.17726,5.55,,外厨增六
43499,3536,132.901971,-57.633478,5.59,,
43531,3508,132.986679,43.726895,5.15,,上台增五
43550,3511,133.041485,42.002337,5.98,,
43557,,133.069283,8.061416,6.57,,
43573,3533,133.108817,-32.509375,6.49,,
43580,3529,133.128365,-13.232937,6.12,,
43589,3539,133.160726,-48.359095,5.92,,
43590,3534,133.161163,-36.545357,6.41,,
43603,3535,133.200054,-38.723969,5.79,,
43623,,133.271799,-16.952796,6.43,,
43624,3506,133.274968,59.056131,6.35,,
43625,,133.27505,52.390447,6.92,,
43644,3505,133.343857,61.962411,5.72,,内阶五
43683,,133.48042,19.967093,6.68,,
43685,3528,133.4818,35.538181,6.14,,
43717,,133.553148,-43.498903,6.97,,
43721,3532,133.561672,30.578952,5.4,,轩辕增十二
43726,3538,133.572136,-5.434265,6.01,,
43746,,133.659289,-11.3774,6.59,,
43766,,133.733711,26.195411,6.73,,
43783,3571,133.761414,-60.644341,3.84,,海石增二
43797,3570,133.799362,-54.96635,5.7,,
43798,3554,133.801917,-18.241144,5.75,,
43811,3541,133.845316,17.231317,6.28,,
43813,3547,133.847802,5.945657,3.11,,柳宿六
43822,3552,133.873415,-7.971322,6.07,,外厨增七
43825,3556,133.882144,-27.682516,4.87,,天狗七
43834,3540,133.915216,27.927269,5.23,,轩辕增十八
43837,,133.919369,-2.790619,6.93,,
43850,,133.977057,-15.439813,6.47,,
43853,3559,133.982603,-23.818012,6.39,,
43871,,134.057079,24.44731,6.74,,
43878,3574,134.080083,-52.723381,4.68,,
43894,3546,134.12646,40.20123,5.9,,
43902,3557,134.154327,4.23657,6.13,,
43903,3531,134.155516,64.60331,5.57,,内阶三
43908,3678,134.174517,-85.663235,5.43,,
43923,3545,134.207002,45.63136,5.72,,
43930,,134.232697,-73.921785,6.99,,
43933,,134.237505,56.888926,6.97,,
43937,3582,134.243297,-59.229283,4.93,,
43954,,134.281587,44.409367,6.93,,
43966,,134.306559,2.524822,6.95,,
43970,3561,134.312692,15.322881,5.22,,鬼宿增十
44010,3567,134.425035,9.387727,6.19,,
44042,3573,134.533963,1.541535,6.59,,
44066,3572,134.622031,11.857514,4.26,Acubens,柳宿增三
44075,3578,134.684678,-16.131363,5.8,,
44126,3577,134.794371,18.134432,6.3,,
44127,3569,134.797676,48.040453,3.12,Talitha,三台一
44130,3585,134.815599,-28.805855,6.24,,
44135,,134.835393,-63.466712,6.93,,
44148,,134.861894,13.074346,6.49,,
44154,3575,134.885718,32.418339,5.23,,轩辕增五
44162,3584,134.916044,-19.208659,6.19,,
44175,,134.972844,-22.691302,6.96,,
44180,,134.991176,26.43464,6.86,,
44181,,135.004385,-49.55792,6.88,,
44191,3591,135.022185,-41.253257,4.45,,
44213,3593,135.092659,-43.173988,6.04,,
44231,3580,135.12823,37.604358,6.21,,
44245,,135.158188,-51.555542,6.7,,
44248,3579,135.155701,41.78151,3.96,,轩辕一
44268,,135.222132,-24.153569,6.94,,
44283,3610,135.285762,-68.683911,5.89,,
44290,3597,135.297769,-26.664058,6.2,,
44315,3590,135.380592,5.640961,6.08,,
44316,,135.380128,-4.455923,6.65,,
44331,3586,135.419497,39.713028,6.39,,
44337,3605,135.435507,-52.188598,5.23,,
44342,3589,135.453033,27.902096,6.07,,轩辕增十七
44356,3596,135.491323,-0.482231,5.64,,
44367,3602,135.52628,-39.40192,6.25,,
44382,3615,135.611616,-66.396686,4,,飞鱼一
44390,3576,135.63585,67.629733,4.74,,三师一
44405,3595,135.684426,24.45287,5.45,,轩辕增廿三
44406,3599,135.68668,7.298276,5.85,,
44415,,135.71575,-32.440079,6.94,,
44421,,135.761703,49.948163,6.87,,
44431,3607,135.786702,-25.504225,6.72,,
44445,,135.824117,-70.606732,6.93,,
44464,,135.884483,53.108221,6.87,,
44471,3594,135.906011,47.156172,3.57,Alkaphrah,三台二
44504,3592,136.001661,54.283912,5.74,,
44511,3614,136.03823,-47.097798,3.75,,天社增三
44565,3622,136.199573,-57.852426,6.43,,
44574,3606,136.229052,32.376425,6.46,,
44596,,136.277218,-29.018243,6.63,,
44599,3643,136.286548,-72.602739,4.47,,
44613,3603,136.350288,48.530198,5.48,,
44659,3613,136.49308,5.092245,4.99,,柳宿七
44665,3632,136.532094,-64.499662,6.37,,
44700,3612,136.632129,38.452124,4.56,,轩辕二
44708,3629,136.641691,-55.802365,6.1,,
44717,3608,136.679571,59.344426,6.44,,
44733,,136.728079,-18.201703,6.65,,
44738,3618,136.749676,1.462592,6.16,,
44755,,136.819699,2.581731,6.66,,
44798,3623,136.936591,10.668127,5.23,,柳宿增二
44816,3634,136.998787,-43.432497,2.23,Suhail,天记
44818,3621,136.999975,29.654257,5.42,,轩辕增十四
44824,3628,137.012256,-25.858533,4.62,,
44888,,137.185552,-16.27775,6.48,,
44892,3626,137.19622,26.626745,5.95,,轩辕增十五
44897,3625,137.211329,33.881481,5.95,,
44901,3619,137.216315,51.604442,4.46,,文昌五
44904,,137.222571,-53.593387,6.81,,
44916,,137.257815,7.513102,6.99,,
44936,3636,137.298113,-12.357702,5.76,,
44946,3627,137.339723,22.045441,5.16,Nahn,轩辕增廿四
44961,3641,137.398093,-8.787693,5.47,,星宿增三
44979,3647,137.437476,-49.424567,6.48,,
45001,3644,137.485028,-30.365713,5.59,,
45002,,137.486818,-52.082511,6.19,,
45037,3646,137.595595,-23.176662,6.53,,
45058,3639,137.661588,30.962928,6.04,,
45075,3624,137.730847,63.513246,4.67,,内阶增十
45085,3654,137.76829,-44.867875,4.99,,
45097,,137.801894,80.828814,6.37,,
45101,3663,137.819147,-62.316877,3.96,,海石增三
45111,,137.861918,8.975823,6.98,,
45114,,137.871999,0.291122,6.78,,
45150,3649,137.981187,5.468564,6.34,,
45152,,137.984301,50.439899,6.69,,
45153,,137.986883,18.043972,6.87,,
45158,3653,137.994355,-19.74733,5.72,,
45166,3695,138.052603,-76.663307,6.13,,
45167,3651,138.053341,3.866948,6.14,,
45176,,138.091016,-28.947503,6.76,,
45184,3655,138.108392,-7.109689,6.1,,星宿增五
45214,,138.210572,-60.916647,6.36,,
45238,3685,138.296987,-69.716513,1.67,Miaplacidus,南船五
45270,3670,138.39332,-47.338323,5.92,,
45272,3657,138.40515,21.283136,6.48,,
45290,3652,138.450612,43.217592,5.3,,上台增六
45306,3633,138.512685,71.655603,6.52,,
45328,3679,138.574594,-55.569442,5.26,,
45333,3648,138.585467,61.423113,5.18,,内阶二
45335,,138.589456,-32.55719,6.61,,
45336,3665,138.591806,2.312325,3.89,,柳宿八
45344,3674,138.601805,-43.227417,5.24,,
45349,,138.615998,25.011111,6.92,,
45378,,138.716607,-1.587152,6.97,,
45389,,138.739939,38.609837,6.75,,
45410,3669,138.807462,14.941428,5.36,,鬼宿增十六
45421,3581,138.84134,84.181077,6.3,,
45424,3675,138.85388,-15.025016,6.32,,
45448,3684,138.937946,-37.413191,4.63,,
45455,3660,138.957139,56.741219,5.28,,内阶六
45461,3645,138.96722,72.94597,5.93,,
45493,3662,139.047734,54.022241,4.8,,文昌六
45496,3696,139.049975,-57.541571,4.34,,
45505,3692,139.095956,-44.265705,5.12,,
45511,,139.114397,-13.83398,6.82,,
45521,,139.165992,0.728931,6.73,,
45522,,139.166867,-49.578673,6.96,,
45526,3683,139.172262,-8.744759,5.49,,星宿增二
45527,3681,139.174066,-6.353117,5.24,,星宿增六
45543,,139.237655,-11.103554,6.45,,
45544,3694,139.237573,-39.40176,5.31,,
45550,,139.255891,77.074266,6.98,,
45556,3699,139.272284,-59.275148,2.21,Aspidiske,海石二
45572,,139.324494,33.500234,6.85,,
45581,3720,139.354492,-74.89411,5.28,,
45590,3676,139.380037,46.817303,5.96,,
45595,,139.399694,27.422154,6.77,,
45606,,139.439965,23.078762,6.97,,
45614,3689,139.463884,11.501132,6.4,,
45615,3713,139.465127,-67.050785,6.14,,
45631,3703,139.524249,-51.050763,5.26,,
45661,3686,139.607578,35.363957,5.94,,
45688,3690,139.710754,36.801807,3.82,,轩辕三
45699,,139.744222,17.704497,6.61,,鬼宿增十五
45723,,139.813863,26.251673,6.61,,
45743,3704,139.888298,-15.835001,5.79,,
45751,3706,139.943077,-11.974775,4.77,,星宿六
45754,3710,139.949634,-34.103401,6.4,,
45758,,139.96298,5.215947,6.62,,
45764,3666,139.981134,74.016192,6.42,,
45811,3709,140.120825,-9.555866,4.8,,星宿五
45813,,140.122765,52.451027,6.54,,
45824,,140.1529,0.18158,6.66,,
45836,3697,140.181983,51.266994,6.14,,文昌增五
45837,3715,140.184483,-31.760199,6.8,,
45858,3701,140.247034,38.188134,6.12,,
45860,3705,140.262033,34.392656,3.14,,轩辕四
45866,,140.286908,2.940994,6.99,,
45874,3711,140.31371,15.371315,6.57,,
45875,,140.314092,39.666385,6.66,,
